Execution_ID,Execution_Date,Module,Test_Case_ID,Test_Title,Browser,Status,Duration_ms,Error_Message,Screenshot_Path,Trace_Path,Executed_By,Notes
RUN-20260519055607,2026-05-19T05:56:07.077Z,2. HOME PAGE,HOME-001,HOME-001/HOME-002: Home loads and cart button navigates to cart,chromium,passed,3291,,,,Test_Execute_Agent,
RUN-20260519055607,2026-05-19T05:56:07.077Z,2. HOME PAGE,HOME-003,HOME-003: Profile dropdown shows menu options,chromium,passed,7352,,,,Test_Execute_Agent,
RUN-20260519055607,2026-05-19T05:56:07.077Z,2. HOME PAGE,HOME-005,HOME-005: Sorting dropdown contains expected options,chromium,passed,7829,,,,Test_Execute_Agent,
RUN-20260519055607,2026-05-19T05:56:07.077Z,2. HOME PAGE,HOME-008,HOME-008: Price sort low to high behaves correctly,chromium,passed,7215,,,,Test_Execute_Agent,
RUN-20260519055607,2026-05-19T05:56:07.077Z,2. HOME PAGE,HOME-010,HOME-010: Add to cart updates badge,chromium,passed,7651,,,,Test_Execute_Agent,
RUN-20260519055607,2026-05-19T05:56:07.077Z,2. HOME PAGE,HOME-004,HOME-004: Logout clears session and protects home route,chromium,passed,8205,,,,Test_Execute_Agent,
RUN-20260519055607,2026-05-19T05:56:07.077Z,2. HOME PAGE,HOME-006,HOME-006: A to Z sort orders product names ascending,chromium,passed,3382,,,,Test_Execute_Agent,
RUN-20260519055607,2026-05-19T05:56:07.077Z,2. HOME PAGE,HOME-007,HOME-007: Z to A sort orders product names descending,chromium,passed,2801,,,,Test_Execute_Agent,
RUN-20260519055607,2026-05-19T05:56:07.077Z,2. HOME PAGE,HOME-009,HOME-009: Search option is discoverable and usable when available,chromium,passed,5575,,,,Test_Execute_Agent,
RUN-20260519055607,2026-05-19T05:56:07.077Z,2. HOME PAGE,HOME-011,HOME-011: Favourite toggle control is clickable on product cards,chromium,passed,3964,,,,Test_Execute_Agent,
RUN-20260519055607,2026-05-19T05:56:07.077Z,2. HOME PAGE,HOME-012,HOME-012: Footer links are visible and at least one is navigable,chromium,passed,8413,,,,Test_Execute_Agent,
RUN-20260519055607,2026-05-19T05:56:07.077Z,2. HOME PAGE,HOME-013,HOME-013: Product API failure keeps UI in guarded state,chromium,passed,6241,,,,Test_Execute_Agent,
RUN-20260519055607,2026-05-19T05:56:07.077Z,2. HOME PAGE,HOME-001,HOME-001-S: @smoke Home page loads with product listing after login,chromium,passed,3420,,,,Test_Execute_Agent,
RUN-20260519055607,2026-05-19T05:56:07.077Z,2. HOME PAGE,HOME-010,HOME-010-S: @smoke Add to cart increments the cart badge,chromium,passed,3270,,,,Test_Execute_Agent,
RUN-20260519055607,2026-05-19T05:56:07.077Z,2. HOME PAGE,HOME-014,HOME-014: @regression High-to-low sort mode is applied correctly,chromium,passed,4961,,,,Test_Execute_Agent,
RUN-20260519055607,2026-05-19T05:56:07.077Z,2. HOME PAGE,HOME-015,HOME-015: @regression Multiple add-to-cart updates badge count,chromium,passed,3769,,,,Test_Execute_Agent,
RUN-20260519055607,2026-05-19T05:56:07.077Z,2. HOME PAGE,HOME-016,HOME-016: @regression Unauthenticated access redirects to login,chromium,passed,5472,,,,Test_Execute_Agent,
